"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
82.512,0.06492,57.69,0.052,0.01292,"n",NA
73.344,0.08073,73.368,0.06682,0.01391,"y","1"
82.548,0.0845,82.584,0.06427,0.02023,"y","1"
93.696,0.08857,93.726,0.0693,0.01927,"y","1"
100.632,0.08507,100.668,0.05297,0.0321,"y","1"
171.312,0.32821,171.366,0.14379,0.18442,"y","1"
171.384,0.15782,171.396,0.1499,0.00791999999999998,"n",NA
235.476,0.42852,235.53,0.40541,0.02311,"y","2"
243.762,0.4502,243.804,0.42338,0.02682,"y","2"
254.22,0.46121,254.286,0.1183,0.34291,"y","1"
254.292,0.12133,254.316,0.0963,0.02503,"n",NA
255.732,0.11105,255.78,0.08934,0.02171,"n",NA
256.59,0.13608,256.68,0.0979,0.03818,"n",NA
292.296,0.40796,292.338,0.39491,0.01305,"y","1"
304.872,0.52062,304.95,0.41848,0.10214,"y","1"
310.992,0.4885,311.058,0.44621,0.04229,"y","1"
311.154,0.44356,311.226,0.38127,0.06229,"y","1"
311.328,0.38537,311.364,0.35769,0.02768,"y","1"
311.574,0.35453,311.658,0.29036,0.06417,"y","1"
311.988,0.27626,312.066,0,0.28444,"y","u"
383.514,0.52656,383.604,0.19445,0.33211,"y","1"
400.71,0.41601,400.752,0.3563,0.05971,"y","1"
407.094,0.41539,407.136,0.39848,0.01691,"y","1"
413.1,0.46762,413.148,0.45077,0.01685,"y","1"
420.636,0.51192,420.678,0.46666,0.04526,"y","1"
420.684,0.46564,420.696,0.46048,0.00516,"n",NA
422.082,0.45966,422.154,0.37677,0.08289,"y","1"
426.702,0.39513,426.744,0.36888,0.02625,"y","1"
451.692,0.55579,451.734,0.52449,0.0313,"y","1"
453.702,0.53107,453.756,0.36978,0.16129,"y","1"
453.762,0.36948,453.78,0.35613,0.01335,"n",NA
453.792,0.36265,453.798,0.35826,0.00438999999999995,"n",NA
453.84,0.3616,453.852,0.35634,0.00525999999999999,"n",NA
453.864,0.36003,453.876,0.35515,0.00488,"n",NA
453.888,0.35748,453.9,0.35278,0.00470000000000004,"n",NA
460.89,0.41558,460.938,0.34723,0.06835,"y","1"
476.826,0.46543,476.88,0.36002,0.10541,"y","1"
476.886,0.3624,476.898,0.35555,0.00685000000000002,"n",NA
476.91,0.35907,476.922,0.35439,0.00468000000000002,"n",NA
486.168,0.41285,486.24,0.0541,0.35875,"y","1"
486.246,0.05505,486.264,0.03621,0.01884,"n",NA
486.312,0.05998,486.33,0.04042,0.01956,"n",NA
486.348,0.04629,486.366,0.03695,0.00934,"n",NA
486.384,0.04417,486.396,0.03603,0.00814,"n",NA
501,0.14275,501.06,0.10469,0.03806,"y","2"
510.912,0.14957,510.954,0.04943,0.10014,"y","1"
510.96,0.0484,510.984,0.02267,0.02573,"n",NA
511.002,0.03839,511.014,0.03003,0.00836,"n",NA
511.23,0.0817,511.254,0.07399,0.00770999999999999,"n",NA
511.26,0.07391,511.284,0.06283,0.01108,"n",NA
511.29,0.06241,511.314,0.05345,0.00896,"n",NA
553.434,0.12032,553.476,0,0.12314,"y","1"
