"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"11/4/2016",2019-04-24,"PV_161104Specimen_RawData_5.csv","","1.49282",0.0302094416926172,0.02297,0.0103803275478185,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/4/2016",2019-04-24,"PV_161104Specimen_RawData_7.csv","63G_","2.39940",0.122902754533369,0.13915,0.110788383751747,37,32,5,44,0,32,3,2,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_2.csv","20AG60","1.40394",0.208698609807966,0.19168,0.104708595728548,9,9,0,9,0,9,0,0,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_3.csv","20AG59","0.54546",0.168933457770867,0.15332,0.0927768296197155,8,8,0,8,0,8,0,0,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_4.csv","20AG64U","0.26425",0.0466027464037914,0.075085,0.107721133488281,4,3,1,6,1,3,0,1,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_5.csv","20BT61","0.31734",0.0618928560780971,0.092665,0.118606913727356,8,6,2,11,0,6,1,1,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_6.csv","20BT63.2","0.14899",9999,0.15694,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_7.csv","20BT63.2.r2","0.05861",0.0509984183117594,0.046565,0.00635688996286707,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_8.csv","20BT60","0.35281",0.162316261803893,0.16035,0.075202795958661,5,5,0,5,0,5,0,0,0,0,0,0,0
"11/14/2016",2019-04-24,"PV_161114Specimen_RawData_9.csv","20BT57","0.48450",0.052224980492787,0.07231,0.0901431490564767,11,9,2,15,0,9,0,2,0,0,0,0,0
"12/16/2016",2019-04-24,"PV_161216Specimen_RawData_1.csv","6DG_44","0.70196",0.0442361911345067,0.05676,0.0765426155811258,10,7,3,16,0,7,0,3,0,0,0,0,0
"12/16/2016",2019-04-24,"PV_161216Specimen_RawData_3.csv","6DG_Unk","0.12815",9999,0.13846,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/16/2016",2019-04-24,"PV_161216Specimen_RawData_5.csv","15BT_21","0.21588",0.0550902595580635,0.06053,0.108286179635261,3,2,1,5,1,2,0,1,0,0,0,0,0
"12/16/2016",2019-04-24,"PV_161216Specimen_RawData_6.csv","15BT_19","0.60469",0.0564041397243682,0.119765,0.0828096237563405,16,15,1,17,0,15,1,0,0,0,0,0,0
"12/16/2016",2019-04-24,"PV_161216Specimen_RawData_7.csv","15AG_19","0.22100",0.0416576855236951,0.05231,0.0937888814927797,4,3,1,7,1,3,0,0,1,0,0,0,0
"12/17/2016",2019-04-24,"PV_161217Specimen_RawData_2.csv","6CT_42","0.30066",0.0698364149771368,0.09142,0.134912296079095,3,2,1,5,1,2,0,1,0,0,0,0,0
"12/17/2016",2019-04-24,"PV_161217Specimen_RawData_3.csv","6CT_43","0.38913",0.083761127672379,0.106965,0.0903062623105397,8,7,1,10,0,7,0,1,0,0,0,0,0
"12/17/2016",2019-04-24,"PV_161217Specimen_RawData_4.csv","6CT_43_run2","0.34031",0.0919462867765383,0.08987,0.0476361390822836,6,6,0,6,0,6,0,0,0,0,0,0,0
"12/17/2016",2019-04-24,"PV_161217Specimen_RawData_5.csv","15CG_17","0.12803",0.0595126599488896,0.05641,0.0298751350066684,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/17/2016",2019-04-24,"PV_161217Specimen_RawData_7.csv","15CG_21_run2","0.15933",0.0723796448595557,0.07551,0.0605104368408183,4,3,1,5,1,3,1,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218_2Specimen_RawData_1.csv","16CT_30","0.20278",0.115521280244412,0.10047,0.0374909883986954,9,9,0,9,0,9,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218_2Specimen_RawData_5.csv","16DG_31_run2","0.05678",9999,0.02704,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218_2Specimen_RawData_6.csv","16DG_25","0.05567",9999,0.02578,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218_2Specimen_RawData_7.csv","16BG_30","0.63762",0.0487813504127351,0.07799,0.104234413199552,14,11,3,20,0,11,1,1,1,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218_2Specimen_RawData_8.csv","16BG_29","0.30305",0.0256382378667359,0.039585,0.0262754783020215,6,6,0,6,0,6,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218Specimen_RawData_4.csv","16AT_26_run2","0.19149",0.0332186635221094,0.104395,0.102056721728654,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218Specimen_RawData_5.csv","16AT_Unk","0.14730",9999,0.14683,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
