End date,"12/18/2016"
Specimen label,"16AT_32"
Maximum Load,"0.01616",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00084"
"0.00600","0.00000","0.00082"
"0.01200","0.00000","0.00079"
"0.01800","0.00012","0.00063"
"0.02400","0.00018","0.00041"
"0.03000","0.00030","0.00027"
"0.03600","0.00048","0.00013"
"0.04200","0.00066","0.00006"
"0.04800","0.00084","0.00014"
"0.05400","0.00108","0.00023"
"0.06000","0.00132","0.00030"
"0.06600","0.00161","0.00036"
"0.07200","0.00197","0.00026"
"0.07800","0.00233","0.00031"
"0.08400","0.00269","0.00028"
"0.09000","0.00311","0.00029"
"0.09600","0.00353","0.00045"
"0.10200","0.00401","0.00050"
"0.10800","0.00448","0.00054"
"0.11400","0.00502","0.00063"
"0.12000","0.00556","0.00061"
"0.12600","0.00610","0.00055"
"0.13200","0.00670","0.00047"
"0.13800","0.00729","0.00055"
"0.14400","0.00789","0.00078"
"0.15000","0.00855","0.00096"
"0.15600","0.00915","0.00097"
"0.16200","0.00981","0.00099"
"0.16800","0.01046","0.00101"
"0.17400","0.01112","0.00087"
"0.18000","0.01178","0.00086"
"0.18600","0.01244","0.00091"
"0.19200","0.01309","0.00097"
"0.19800","0.01375","0.00095"
"0.20400","0.01441","0.00087"
"0.21000","0.01507","0.00091"
"0.21600","0.01572","0.00102"
"0.22200","0.01644","0.00111"
"0.22800","0.01710","0.00124"
"0.23400","0.01776","0.00141"
"0.24000","0.01836","0.00157"
"0.24600","0.01901","0.00174"
"0.25200","0.01967","0.00182"
"0.25800","0.02027","0.00194"
"0.26400","0.02093","0.00201"
"0.27000","0.02152","0.00198"
"0.27600","0.02212","0.00197"
"0.28200","0.02272","0.00199"
"0.28800","0.02332","0.00201"
"0.29400","0.02392","0.00210"
"0.30000","0.02451","0.00214"
"0.30600","0.02505","0.00207"
"0.31200","0.02565","0.00203"
"0.31800","0.02619","0.00196"
"0.32400","0.02679","0.00182"
"0.33000","0.02732","0.00175"
"0.33600","0.02786","0.00173"
"0.34200","0.02840","0.00169"
"0.34800","0.02894","0.00176"
"0.35400","0.02948","0.00183"
"0.36000","0.03001","0.00197"
"0.36600","0.03055","0.00211"
"0.37200","0.03109","0.00211"
"0.37800","0.03163","0.00209"
"0.38400","0.03211","0.00206"
"0.39000","0.03265","0.00198"
"0.39600","0.03318","0.00201"
"0.40200","0.03366","0.00203"
"0.40800","0.03420","0.00215"
"0.41400","0.03468","0.00227"
"0.42000","0.03522","0.00228"
"0.42600","0.03569","0.00234"
"0.43200","0.03623","0.00238"
"0.43800","0.03671","0.00228"
"0.44400","0.03719","0.00220"
"0.45000","0.03773","0.00222"
"0.45600","0.03821","0.00227"
"0.46200","0.03874","0.00225"
"0.46800","0.03922","0.00221"
"0.47400","0.03976","0.00221"
"0.48000","0.04024","0.00230"
"0.48600","0.04078","0.00230"
"0.49200","0.04125","0.00226"
"0.49800","0.04179","0.00229"
"0.50400","0.04227","0.00228"
"0.51000","0.04275","0.00237"
"0.51600","0.04329","0.00239"
"0.52200","0.04377","0.00245"
"0.52800","0.04424","0.00252"
"0.53400","0.04478","0.00253"
"0.54000","0.04526","0.00250"
"0.54600","0.04574","0.00262"
"0.55200","0.04628","0.00283"
"0.55800","0.04676","0.00306"
"0.56400","0.04723","0.00324"
"0.57000","0.04771","0.00327"
"0.57600","0.04825","0.00325"
"0.58200","0.04873","0.00323"
"0.58800","0.04927","0.00316"
"0.59400","0.04974","0.00324"
"0.60000","0.05028","0.00330"
"0.60600","0.05076","0.00327"
"0.61200","0.05130","0.00331"
"0.61800","0.05178","0.00344"
"0.62400","0.05226","0.00351"
"0.63000","0.05279","0.00352"
"0.63600","0.05327","0.00350"
"0.64200","0.05375","0.00340"
"0.64800","0.05423","0.00339"
"0.65400","0.05477","0.00344"
"0.66000","0.05525","0.00361"
"0.66600","0.05572","0.00367"
"0.67200","0.05626","0.00374"
"0.67800","0.05674","0.00383"
"0.68400","0.05722","0.00382"
"0.69000","0.05776","0.00379"
"0.69600","0.05824","0.00379"
"0.70200","0.05871","0.00368"
"0.70800","0.05919","0.00358"
"0.71400","0.05973","0.00365"
"0.72000","0.06021","0.00374"
"0.72600","0.06069","0.00376"
"0.73200","0.06122","0.00372"
"0.73800","0.06170","0.00366"
"0.74400","0.06224","0.00370"
"0.75000","0.06272","0.00376"
"0.75600","0.06326","0.00378"
"0.76200","0.06374","0.00380"
"0.76800","0.06427","0.00383"
"0.77400","0.06475","0.00381"
"0.78000","0.06523","0.00366"
"0.78600","0.06577","0.00346"
"0.79200","0.06625","0.00341"
"0.79800","0.06673","0.00348"
"0.80400","0.06726","0.00356"
"0.81000","0.06774","0.00380"
"0.81600","0.06828","0.00398"
"0.82200","0.06876","0.00405"
"0.82800","0.06930","0.00411"
"0.83400","0.06977","0.00416"
"0.84000","0.07025","0.00425"
"0.84600","0.07079","0.00438"
"0.85200","0.07127","0.00450"
"0.85800","0.07175","0.00455"
"0.86400","0.07223","0.00453"
"0.87000","0.07276","0.00443"
"0.87600","0.07324","0.00434"
"0.88200","0.07378","0.00425"
"0.88800","0.07426","0.00415"
"0.89400","0.07474","0.00410"
"0.90000","0.07528","0.00411"
"0.90600","0.07575","0.00412"
"0.91200","0.07623","0.00420"
"0.91800","0.07677","0.00424"
"0.92400","0.07725","0.00428"
"0.93000","0.07773","0.00423"
"0.93600","0.07820","0.00416"
"0.94200","0.07868","0.00413"
"0.94800","0.07922","0.00423"
"0.95400","0.07970","0.00431"
"0.96000","0.08018","0.00435"
"0.96600","0.08066","0.00437"
"0.97200","0.08119","0.00432"
"0.97800","0.08167","0.00428"
"0.98400","0.08215","0.00424"
"0.99000","0.08263","0.00417"
"0.99600","0.08317","0.00418"
"1.00200","0.08365","0.00417"
"1.00800","0.08418","0.00413"
