End date,"12/18/2016"
Specimen label,"16DG_27"
Maximum Load,"0.05222",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00033"
"0.00600","0.00000","0.00041"
"0.01200","0.00000","0.00035"
"0.01800","0.00012","0.00023"
"0.02400","0.00018","0.00017"
"0.03000","0.00030","0.00005"
"0.03600","0.00048","0.00003"
"0.04200","0.00060","0.00009"
"0.04800","0.00084","0.00011"
"0.05400","0.00102","0.00011"
"0.06000","0.00126","0.00005"
"0.06600","0.00155","-0.00008"
"0.07200","0.00185","-0.00012"
"0.07800","0.00221","-0.00010"
"0.08400","0.00257","-0.00005"
"0.09000","0.00299","0.00001"
"0.09600","0.00341","0.00000"
"0.10200","0.00389","-0.00004"
"0.10800","0.00436","-0.00005"
"0.11400","0.00490","-0.00009"
"0.12000","0.00550","-0.00017"
"0.12600","0.00610","-0.00018"
"0.13200","0.00670","-0.00012"
"0.13800","0.00729","0.00013"
"0.14400","0.00795","0.00038"
"0.15000","0.00861","0.00047"
"0.15600","0.00921","0.00052"
"0.16200","0.00987","0.00049"
"0.16800","0.01052","0.00045"
"0.17400","0.01118","0.00047"
"0.18000","0.01184","0.00039"
"0.18600","0.01250","0.00032"
"0.19200","0.01315","0.00028"
"0.19800","0.01381","0.00032"
"0.20400","0.01447","0.00033"
"0.21000","0.01513","0.00039"
"0.21600","0.01584","0.00051"
"0.22200","0.01650","0.00058"
"0.22800","0.01716","0.00060"
"0.23400","0.01782","0.00060"
"0.24000","0.01847","0.00067"
"0.24600","0.01913","0.00075"
"0.25200","0.01979","0.00081"
"0.25800","0.02039","0.00089"
"0.26400","0.02099","0.00096"
"0.27000","0.02158","0.00104"
"0.27600","0.02218","0.00108"
"0.28200","0.02278","0.00105"
"0.28800","0.02338","0.00103"
"0.29400","0.02398","0.00106"
"0.30000","0.02451","0.00110"
"0.30600","0.02511","0.00118"
"0.31200","0.02565","0.00117"
"0.31800","0.02625","0.00106"
"0.32400","0.02685","0.00092"
"0.33000","0.02738","0.00085"
"0.33600","0.02792","0.00086"
"0.34200","0.02846","0.00096"
"0.34800","0.02900","0.00100"
"0.35400","0.02954","0.00111"
"0.36000","0.03007","0.00126"
"0.36600","0.03061","0.00135"
"0.37200","0.03115","0.00144"
"0.37800","0.03169","0.00145"
"0.38400","0.03223","0.00147"
"0.39000","0.03270","0.00165"
"0.39600","0.03318","0.00171"
"0.40200","0.03372","0.00162"
"0.40800","0.03420","0.00156"
"0.41400","0.03474","0.00148"
"0.42000","0.03522","0.00151"
"0.42600","0.03575","0.00165"
"0.43200","0.03623","0.00180"
"0.43800","0.03677","0.00197"
"0.44400","0.03725","0.00207"
"0.45000","0.03773","0.00209"
"0.45600","0.03827","0.00206"
"0.46200","0.03874","0.00196"
"0.46800","0.03922","0.00180"
"0.47400","0.03976","0.00173"
"0.48000","0.04024","0.00174"
"0.48600","0.04072","0.00178"
"0.49200","0.04125","0.00187"
"0.49800","0.04173","0.00199"
"0.50400","0.04221","0.00209"
"0.51000","0.04275","0.00219"
"0.51600","0.04323","0.00220"
"0.52200","0.04377","0.00220"
"0.52800","0.04424","0.00219"
"0.53400","0.04472","0.00214"
"0.54000","0.04520","0.00214"
"0.54600","0.04574","0.00208"
"0.55200","0.04622","0.00209"
"0.55800","0.04670","0.00220"
"0.56400","0.04723","0.00224"
"0.57000","0.04771","0.00219"
"0.57600","0.04825","0.00226"
"0.58200","0.04873","0.00231"
"0.58800","0.04927","0.00234"
"0.59400","0.04974","0.00230"
"0.60000","0.05028","0.00218"
"0.60600","0.05076","0.00222"
"0.61200","0.05124","0.00227"
"0.61800","0.05178","0.00224"
"0.62400","0.05226","0.00221"
"0.63000","0.05279","0.00219"
"0.63600","0.05327","0.00218"
"0.64200","0.05375","0.00223"
"0.64800","0.05423","0.00238"
"0.65400","0.05477","0.00245"
"0.66000","0.05525","0.00249"
"0.66600","0.05572","0.00258"
"0.67200","0.05626","0.00273"
"0.67800","0.05674","0.00289"
"0.68400","0.05722","0.00287"
"0.69000","0.05770","0.00284"
"0.69600","0.05824","0.00278"
"0.70200","0.05871","0.00276"
"0.70800","0.05925","0.00273"
"0.71400","0.05973","0.00273"
"0.72000","0.06027","0.00271"
"0.72600","0.06075","0.00266"
"0.73200","0.06128","0.00263"
"0.73800","0.06176","0.00268"
"0.74400","0.06230","0.00272"
"0.75000","0.06278","0.00275"
"0.75600","0.06332","0.00285"
"0.76200","0.06380","0.00290"
"0.76800","0.06427","0.00284"
"0.77400","0.06475","0.00286"
"0.78000","0.06529","0.00290"
"0.78600","0.06577","0.00289"
"0.79200","0.06625","0.00297"
"0.79800","0.06678","0.00298"
"0.80400","0.06726","0.00301"
"0.81000","0.06774","0.00309"
"0.81600","0.06822","0.00310"
"0.82200","0.06870","0.00318"
"0.82800","0.06924","0.00308"
"0.83400","0.06971","0.00291"
"0.84000","0.07025","0.00288"
"0.84600","0.07073","0.00295"
"0.85200","0.07121","0.00299"
"0.85800","0.07175","0.00301"
"0.86400","0.07223","0.00298"
"0.87000","0.07276","0.00293"
"0.87600","0.07324","0.00287"
"0.88200","0.07372","0.00287"
"0.88800","0.07426","0.00294"
"0.89400","0.07474","0.00304"
"0.90000","0.07522","0.00312"
"0.90600","0.07569","0.00324"
"0.91200","0.07623","0.00326"
"0.91800","0.07671","0.00324"
"0.92400","0.07719","0.00331"
"0.93000","0.07767","0.00344"
"0.93600","0.07814","0.00344"
"0.94200","0.07868","0.00344"
"0.94800","0.07916","0.00339"
"0.95400","0.07964","0.00337"
"0.96000","0.08012","0.00328"
"0.96600","0.08066","0.00308"
"0.97200","0.08113","0.00302"
"0.97800","0.08167","0.00298"
"0.98400","0.08215","0.00291"
"0.99000","0.08269","0.00296"
"0.99600","0.08317","0.00299"
"1.00200","0.08365","0.00303"
"1.00800","0.08418","0.00316"
"1.01400","0.08466","0.00326"
"1.02000","0.08520","0.00340"
"1.02600","0.08568","0.00354"
"1.03200","0.08622","0.00353"
"1.03800","0.08669","0.00354"
"1.04400","0.08717","0.00357"
"1.05000","0.08771","0.00353"
"1.05600","0.08819","0.00353"
"1.06200","0.08873","0.00346"
"1.06800","0.08921","0.00341"
"1.07400","0.08968","0.00341"
"1.08000","0.09016","0.00338"
"1.08600","0.09070","0.00339"
"1.09200","0.09118","0.00352"
"1.09800","0.09172","0.00352"
"1.10400","0.09220","0.00352"
"1.11000","0.09267","0.00359"
"1.11600","0.09321","0.00362"
"1.12200","0.09369","0.00368"
"1.12800","0.09423","0.00367"
"1.13400","0.09471","0.00375"
"1.14000","0.09524","0.00403"
"1.14600","0.09572","0.00415"
"1.15200","0.09626","0.00412"
"1.15800","0.09674","0.00413"
"1.16400","0.09728","0.00410"
"1.17000","0.09776","0.00410"
"1.17600","0.09823","0.00415"
"1.18200","0.09877","0.00415"
"1.18800","0.09925","0.00416"
"1.19400","0.09979","0.00409"
"1.20000","0.10027","0.00397"
"1.20600","0.10075","0.00404"
"1.21200","0.10122","0.00410"
"1.21800","0.10170","0.00408"
"1.22400","0.10224","0.00412"
"1.23000","0.10272","0.00405"
"1.23600","0.10320","0.00403"
"1.24200","0.10368","0.00405"
"1.24800","0.10421","0.00401"
"1.25400","0.10469","0.00412"
"1.26000","0.10517","0.00417"
"1.26600","0.10571","0.00407"
"1.27200","0.10619","0.00398"
"1.27800","0.10672","0.00393"
"1.28400","0.10720","0.00382"
"1.29000","0.10774","0.00374"
"1.29600","0.10822","0.00373"
"1.30200","0.10876","0.00380"
"1.30800","0.10924","0.00394"
"1.31400","0.10977","0.00398"
"1.32000","0.11025","0.00392"
"1.32600","0.11073","0.00387"
"1.33200","0.11127","0.00379"
"1.33800","0.11175","0.00380"
"1.34400","0.11222","0.00389"
"1.35000","0.11276","0.00385"
"1.35600","0.11324","0.00399"
"1.36200","0.11372","0.00409"
"1.36800","0.11426","0.00400"
"1.37400","0.11474","0.00397"
"1.38000","0.11521","0.00391"
"1.38600","0.11575","0.00384"
"1.39200","0.11623","0.00383"
"1.39800","0.11671","0.00379"
"1.40400","0.11725","0.00386"
"1.41000","0.11773","0.00403"
"1.41600","0.11820","0.00414"
"1.42200","0.11874","0.00428"
"1.42800","0.11922","0.00433"
"1.43400","0.11970","0.00432"
"1.44000","0.12024","0.00435"
"1.44600","0.12072","0.00441"
"1.45200","0.12119","0.00449"
"1.45800","0.12173","0.00457"
"1.46400","0.12221","0.00447"
"1.47000","0.12269","0.00439"
"1.47600","0.12317","0.00434"
"1.48200","0.12370","0.00427"
"1.48800","0.12418","0.00435"
"1.49400","0.12466","0.00438"
"1.50000","0.12520","0.00435"
"1.50600","0.12568","0.00436"
"1.51200","0.12616","0.00427"
"1.51800","0.12663","0.00406"
"1.52400","0.12717","0.00395"
"1.53000","0.12765","0.00385"
"1.53600","0.12813","0.00383"
"1.54200","0.12861","0.00394"
"1.54800","0.12915","0.00406"
"1.55400","0.12962","0.00418"
"1.56000","0.13016","0.00434"
"1.56600","0.13064","0.00446"
"1.57200","0.13112","0.00463"
"1.57800","0.13166","0.00474"
"1.58400","0.13213","0.00476"
"1.59000","0.13267","0.00483"
"1.59600","0.13315","0.00491"
"1.60200","0.13369","0.00494"
"1.60800","0.13417","0.00502"
"1.61400","0.13471","0.00497"
"1.62000","0.13518","0.00482"
"1.62600","0.13566","0.00478"
"1.63200","0.13620","0.00472"
"1.63800","0.13668","0.00462"
"1.64400","0.13716","0.00458"
"1.65000","0.13764","0.00447"
"1.65600","0.13817","0.00448"
"1.66200","0.13865","0.00451"
"1.66800","0.13919","0.00448"
"1.67400","0.13967","0.00453"
"1.68000","0.14021","0.00446"
"1.68600","0.14068","0.00441"
"1.69200","0.14116","0.00448"
"1.69800","0.14170","0.00454"
"1.70400","0.14218","0.00474"
"1.71000","0.14272","0.00498"
"1.71600","0.14326","0.00507"
"1.72200","0.14373","0.00510"
"1.72800","0.14427","0.00501"
"1.73400","0.14475","0.00488"
"1.74000","0.14529","0.00490"
"1.74600","0.14577","0.00487"
"1.75200","0.14625","0.00482"
"1.75800","0.14672","0.00487"
"1.76400","0.14726","0.00502"
"1.77000","0.14774","0.00510"
"1.77600","0.14822","0.00513"
"1.78200","0.14870","0.00505"
"1.78800","0.14923","0.00505"
"1.79400","0.14971","0.00498"
"1.80000","0.15019","0.00483"
"1.80600","0.15067","0.00485"
"1.81200","0.15121","0.00487"
"1.81800","0.15169","0.00480"
"1.82400","0.15216","0.00481"
"1.83000","0.15270","0.00467"
"1.83600","0.15318","0.00455"
"1.84200","0.15366","0.00453"
"1.84800","0.15420","0.00457"
"1.85400","0.15468","0.00477"
"1.86000","0.15521","0.00492"
"1.86600","0.15569","0.00502"
"1.87200","0.15623","0.00521"
"1.87800","0.15671","0.00535"
"1.88400","0.15725","0.00531"
"1.89000","0.15772","0.00537"
"1.89600","0.15826","0.00535"
"1.90200","0.15874","0.00523"
"1.90800","0.15922","0.00522"
"1.91400","0.15976","0.00520"
